age,employment_type,annual_income,credit_history_years,dependents,education_level,region,total_credit_limit,used_credit,credit_utilization,loan_count,avg_monthly_spend,total_monthly_debt,debt_to_income,savings_rate,missed_payments_12m,job_loss_flag,medical_expense_flag,income_drop_pct,risk_score,risk_class,default_12m
28,salaried,65862,4,1,graduate,metro,63295,2743,0.043,3,4364,1359,0.248,0.205,0,0,0,0.05,0.05,low,0
29,salaried,95861,8,0,graduate,urban,60436,4831,0.08,3,4051,3588,0.449,0.493,1,0,0,0.09,0.05,low,0
28,salaried,35729,6,1,graduate,urban,11325,4827,0.426,3,1703,1047,0.352,0.428,1,0,1,0.05,0.05,low,0
46,self_employed,73054,27,0,post_graduate,urban,28525,20137,0.706,1,5097,1361,0.224,0.163,0,0,0,0.07,0.05,low,0
49,salaried,147953,2,1,graduate,urban,110461,24687,0.223,2,5240,4367,0.354,0.575,1,0,0,0.0,0.05,low,0
29,salaried,53689,9,1,graduate,metro,49445,37084,0.75,3,2935,2229,0.498,0.344,1,0,0,0.02,0.3,medium,0
26,self_employed,39190,6,2,post_graduate,urban,23563,3015,0.128,1,2092,465,0.142,0.359,0,0,0,0.04,0.05,low,0
39,self_employed,43215,2,0,post_graduate,urban,40014,11180,0.279,4,2793,1080,0.3,0.224,0,0,0,0.06,0.05,low,0
29,salaried,34723,5,0,high_school,metro,32249,7501,0.233,2,1565,320,0.111,0.459,0,0,1,0.02,0.05,low,0
41,salaried,40441,20,2,graduate,urban,37753,13112,0.347,2,1717,1852,0.55,0.491,0,0,0,0.08,0.05,low,0
37,salaried,49749,7,1,high_school,metro,36976,17587,0.476,2,3578,2008,0.484,0.137,0,0,0,0.04,0.05,low,0
19,salaried,29649,1,2,high_school,urban,33307,7808,0.234,1,1694,339,0.137,0.314,1,0,0,0.08,0.05,low,0
50,salaried,60343,24,1,graduate,metro,44670,39220,0.878,2,2274,3413,0.679,0.548,0,0,0,0.01,0.65,high,0
52,self_employed,94008,21,1,post_graduate,urban,66298,33393,0.504,1,3889,889,0.113,0.504,1,0,0,0.07,0.05,low,0
28,self_employed,38029,10,1,high_school,rural,18232,2750,0.151,5,2850,1438,0.454,0.101,0,0,0,0.03,0.05,low,0
31,salaried,127981,5,2,post_graduate,urban,73830,10168,0.138,3,5309,6034,0.566,0.502,1,0,1,0.08,0.05,low,0
37,salaried,77295,18,1,post_graduate,rural,26133,11063,0.423,1,4542,3689,0.573,0.295,0,0,1,0.04,0.05,low,0
38,self_employed,100236,14,0,post_graduate,rural,87223,4921,0.056,2,5095,1007,0.121,0.39,0,0,0,0.07,0.05,low,0
41,salaried,43091,2,0,high_school,metro,22565,16202,0.718,3,3026,2312,0.644,0.157,1,0,0,0.09,0.4,medium,1
55,unemployed,91790,12,1,post_graduate,urban,52663,25269,0.48,3,5947,4980,0.651,0.223,0,0,0,0.0,0.4,medium,0
33,salaried,34683,6,0,graduate,urban,34465,13350,0.387,5,2018,1262,0.437,0.302,0,0,0,0.0,0.05,low,0
27,salaried,93444,8,4,graduate,rural,55552,14876,0.268,1,3156,3031,0.389,0.595,1,0,0,0.08,0.05,low,0
21,self_employed,65245,2,0,high_school,metro,33795,12664,0.375,0,4566,690,0.127,0.16,0,0,0,0.06,0.05,low,0
27,salaried,78954,4,3,high_school,rural,35699,12617,0.353,0,4094,2876,0.437,0.378,0,0,0,0.03,0.05,low,0
34,self_employed,33263,13,1,graduate,urban,33175,22681,0.684,4,2399,958,0.346,0.135,0,0,0,0.05,0.05,low,0
52,salaried,38271,22,0,graduate,urban,15948,4426,0.278,0,2065,1797,0.563,0.353,0,0,0,0.0,0.05,low,0
29,salaried,80709,4,0,high_school,metro,57172,8196,0.143,1,5024,2302,0.342,0.253,1,0,0,0.02,0.05,low,0
37,self_employed,37265,1,4,high_school,metro,28181,6179,0.219,1,1349,1584,0.51,0.566,0,0,0,0.04,0.05,low,0
34,salaried,75478,13,0,graduate,urban,69337,27643,0.399,2,4859,1011,0.161,0.227,1,0,0,0.08,0.05,low,0
46,self_employed,30225,4,0,high_school,metro,26294,8162,0.31,1,1433,452,0.179,0.431,1,0,0,0.05,0.05,low,0
60,salaried,91499,20,1,post_graduate,rural,94211,18550,0.197,3,4389,1401,0.184,0.424,1,0,0,0.06,0.05,low,0
29,salaried,32329,2,1,high_school,metro,11000,1634,0.149,4,1237,342,0.127,0.541,0,0,0,0.09,0.05,low,0
30,self_employed,78916,6,0,high_school,urban,44729,16121,0.36,2,3113,2793,0.425,0.527,3,0,1,0.03,0.35,medium,0
45,salaried,81864,3,0,graduate,metro,45198,10520,0.233,3,3362,3932,0.576,0.507,0,0,0,0.07,0.05,low,0
41,salaried,42260,23,2,graduate,urban,18231,4607,0.253,2,1986,1641,0.466,0.436,0,0,0,0.09,0.05,low,0
53,salaried,80098,32,2,graduate,urban,44875,21206,0.473,2,5646,2970,0.445,0.154,0,0,0,0.02,0.05,low,0
40,salaried,68201,13,0,graduate,metro,39473,8382,0.212,2,3319,2889,0.508,0.416,1,0,0,0.04,0.05,low,0
31,salaried,45733,11,2,post_graduate,metro,35200,16865,0.479,2,2904,1157,0.304,0.238,1,0,0,0.1,0.05,low,0
40,self_employed,36160,16,1,graduate,metro,32447,18470,0.569,4,1330,955,0.317,0.559,0,0,0,0.1,0.05,low,0
46,unemployed,22441,27,3,high_school,urban,14429,6198,0.43,1,1300,539,0.288,0.305,1,0,0,0.02,0.05,low,0
43,self_employed,71312,5,0,graduate,urban,67569,8011,0.119,1,3808,3133,0.527,0.359,2,0,0,0.01,0.35,medium,0
40,self_employed,27380,4,0,post_graduate,urban,16497,5567,0.337,1,2028,449,0.197,0.111,0,0,1,0.03,0.05,low,0
45,self_employed,62797,21,0,graduate,urban,35245,13174,0.374,5,4307,564,0.108,0.177,0,0,0,0.04,0.05,low,0
46,self_employed,52484,8,0,high_school,urban,41308,16705,0.404,4,2744,2001,0.458,0.373,1,0,0,0.04,0.05,low,0
48,salaried,84083,19,2,post_graduate,metro,27019,3537,0.131,1,5518,4662,0.665,0.212,1,1,0,0.58,0.65,high,1
41,unemployed,51481,14,1,graduate,metro,19141,10635,0.556,2,2130,1997,0.465,0.504,1,0,0,0.09,0.05,low,0
33,self_employed,50780,7,0,graduate,metro,34336,23458,0.683,4,2882,2411,0.57,0.319,0,0,0,0.03,0.05,low,0
36,salaried,86330,14,0,high_school,rural,99160,13168,0.133,0,3146,3623,0.504,0.563,0,0,0,0.08,0.05,low,0
47,salaried,70793,6,1,high_school,rural,67208,12447,0.185,3,3386,2350,0.398,0.426,0,0,0,0.01,0.05,low,0
26,salaried,70128,4,1,graduate,metro,26600,7515,0.283,3,2997,3103,0.531,0.487,0,0,0,0.0,0.05,low,1
38,salaried,75707,16,1,high_school,urban,80377,11891,0.148,3,4791,3750,0.594,0.241,0,1,0,0.24,0.3,medium,0
31,self_employed,27783,1,0,graduate,rural,26645,1988,0.075,4,1493,543,0.235,0.355,0,0,0,0.01,0.05,low,0
35,salaried,87412,13,0,graduate,urban,74287,43801,0.59,2,5649,2197,0.302,0.225,3,0,0,0.04,0.35,medium,0
47,salaried,81327,23,1,high_school,metro,84438,10966,0.13,2,4457,1587,0.234,0.342,1,0,0,0.09,0.05,low,0
36,unemployed,36013,14,2,post_graduate,metro,23901,17434,0.729,1,1330,1114,0.371,0.557,0,0,0,0.02,0.05,low,0
35,salaried,52995,7,1,post_graduate,urban,26463,3179,0.12,3,3390,2786,0.631,0.232,0,0,0,0.07,0.4,medium,1
21,salaried,58708,2,0,graduate,rural,44666,24348,0.545,3,3995,1502,0.307,0.183,0,0,0,0.03,0.05,low,0
42,salaried,55980,15,1,high_school,urban,44445,2142,0.048,2,3973,1514,0.325,0.148,0,0,0,0.0,0.05,low,0
41,self_employed,70751,12,0,high_school,metro,55503,17241,0.311,2,4044,3633,0.616,0.314,0,0,0,0.06,0.4,medium,0
56,unemployed,122477,17,0,graduate,metro,99030,49013,0.495,2,7928,4176,0.409,0.223,1,0,1,0.08,0.05,low,0
31,salaried,102835,9,1,high_school,urban,118654,28618,0.241,5,6650,3610,0.421,0.224,1,0,0,0.04,0.05,low,0
37,self_employed,31066,15,2,post_graduate,rural,34546,5228,0.151,3,1237,1595,0.616,0.522,0,0,1,0.06,0.4,medium,1
37,salaried,81718,12,0,high_school,urban,88921,11476,0.129,2,3283,2685,0.394,0.518,0,0,0,0.09,0.05,low,0
50,unemployed,116362,2,0,graduate,urban,118837,26575,0.224,3,4222,4935,0.509,0.565,1,0,0,0.08,0.05,low,0
34,self_employed,72649,5,4,graduate,metro,83479,60026,0.719,4,3390,916,0.151,0.44,0,0,0,0.02,0.05,low,0
37,self_employed,103310,13,0,graduate,rural,40150,31182,0.777,3,5481,1783,0.207,0.363,0,0,0,0.07,0.3,medium,0
41,salaried,163756,20,0,high_school,urban,88200,17315,0.196,1,12267,4675,0.343,0.101,0,0,1,0.05,0.05,low,0
36,unemployed,99892,8,1,graduate,metro,74474,18748,0.252,0,5123,3303,0.397,0.385,1,1,0,0.24,0.3,medium,1
30,self_employed,67822,11,0,high_school,urban,72018,19661,0.273,7,4313,3840,0.679,0.237,0,1,0,0.28,0.65,high,1
36,salaried,100966,14,1,post_graduate,metro,76193,32917,0.432,2,6282,5741,0.682,0.253,1,0,0,0.01,0.4,medium,0
45,self_employed,64372,15,2,high_school,metro,62648,35794,0.571,4,2694,3276,0.611,0.498,3,1,0,0.42,0.95,high,1
24,salaried,60594,3,1,post_graduate,metro,25756,21384,0.83,0,2167,1461,0.289,0.571,1,0,1,0.05,0.3,medium,0
36,self_employed,50226,1,1,post_graduate,metro,26477,7395,0.279,1,2816,2839,0.678,0.327,1,0,0,0.05,0.4,medium,1
27,salaried,130836,5,0,high_school,metro,125419,65202,0.52,2,8178,5599,0.514,0.25,0,0,0,0.09,0.05,low,0
46,self_employed,39766,3,1,post_graduate,urban,17825,6779,0.38,1,2979,1112,0.336,0.101,1,0,0,0.09,0.05,low,0
19,salaried,128821,1,1,high_school,urban,79382,32421,0.408,0,6218,5593,0.521,0.421,2,0,1,0.05,0.35,medium,1
29,salaried,76874,1,2,post_graduate,urban,41387,8428,0.204,1,5433,704,0.11,0.152,0,0,0,0.05,0.05,low,0
38,salaried,29742,19,1,graduate,metro,18287,5986,0.327,1,1464,465,0.188,0.409,0,0,1,0.05,0.05,low,0
50,salaried,71957,14,0,graduate,metro,67459,36766,0.545,0,4465,3584,0.598,0.255,1,0,0,0.05,0.05,low,0
34,salaried,20951,6,2,graduate,urban,13221,6407,0.485,2,1220,850,0.487,0.301,1,0,0,0.1,0.05,low,0
29,salaried,81859,7,1,high_school,metro,65465,32614,0.498,3,2909,2172,0.318,0.574,2,0,0,0.06,0.35,medium,0
53,salaried,93210,32,1,post_graduate,metro,36346,18136,0.499,2,3411,3110,0.4,0.561,0,0,0,0.03,0.05,low,0
20,salaried,44525,2,2,high_school,rural,45616,14711,0.322,8,1522,2386,0.643,0.59,0,0,0,0.05,0.4,medium,0
18,salaried,63689,1,2,graduate,urban,40308,24180,0.6,1,3107,2541,0.479,0.415,0,0,0,0.06,0.05,low,0
39,self_employed,159066,13,0,graduate,rural,140563,29788,0.212,1,10245,4492,0.339,0.227,2,0,0,0.06,0.35,medium,0
29,salaried,46496,11,2,post_graduate,urban,44303,16277,0.367,5,1884,667,0.172,0.514,1,0,0,0.06,0.05,low,0
24,unemployed,35261,4,4,high_school,metro,17231,5409,0.314,2,2065,811,0.276,0.297,0,0,0,0.02,0.05,low,0
42,self_employed,125596,3,3,graduate,urban,137679,48594,0.353,1,5698,7190,0.687,0.456,0,0,0,0.0,0.4,medium,0
37,self_employed,159738,5,0,graduate,metro,136512,50243,0.368,2,10629,4824,0.362,0.202,0,0,0,0.03,0.05,low,0
29,salaried,59984,9,2,graduate,urban,41140,7293,0.177,2,3994,1915,0.383,0.201,1,0,0,0.04,0.05,low,0
22,self_employed,99283,1,1,high_school,metro,46077,15790,0.343,3,6517,3302,0.399,0.212,1,0,0,0.01,0.05,low,0
43,salaried,117094,6,1,high_school,rural,134432,57756,0.43,3,6463,6151,0.63,0.338,0,0,1,0.08,0.4,medium,0
41,salaried,41305,22,1,high_school,metro,40460,6659,0.165,1,1866,1591,0.462,0.458,0,0,0,0.03,0.05,low,0
34,salaried,46973,2,3,graduate,rural,22886,7773,0.34,1,3150,2020,0.516,0.195,0,0,0,0.09,0.05,low,0
53,self_employed,110795,5,0,high_school,rural,66913,42618,0.637,4,4552,3080,0.334,0.507,0,0,0,0.02,0.05,low,0
24,salaried,139038,4,1,graduate,urban,143029,61866,0.433,3,6313,1360,0.117,0.455,1,0,0,0.01,0.05,low,0
19,salaried,79335,1,4,high_school,urban,73472,15771,0.215,2,3252,4354,0.659,0.508,2,0,0,0.05,0.7,high,0
28,unemployed,38564,9,1,post_graduate,urban,38147,7409,0.194,3,2368,2151,0.669,0.263,1,0,0,0.02,0.4,medium,0
34,self_employed,161705,8,2,post_graduate,rural,112721,47119,0.418,3,10013,9021,0.669,0.257,1,0,0,0.09,0.4,medium,1
37,salaried,45913,1,2,graduate,urban,43379,38156,0.88,1,2778,2548,0.666,0.274,0,0,0,0.0,0.65,high,0
32,salaried,50636,4,0,graduate,urban,32804,7924,0.242,3,2564,2485,0.589,0.392,0,0,0,0.04,0.05,low,0
38,self_employed,71052,12,2,high_school,urban,34825,9273,0.266,0,2664,3024,0.511,0.55,0,0,0,0.09,0.05,low,0
22,salaried,130232,3,3,high_school,rural,113224,39256,0.347,1,9285,6584,0.607,0.144,2,0,1,0.04,0.7,high,1
49,salaried,91765,11,0,high_school,urban,108137,36285,0.336,3,5000,3520,0.46,0.346,0,0,1,0.01,0.05,low,0
34,salaried,73676,7,2,graduate,urban,42698,13252,0.31,0,3705,1108,0.18,0.397,0,0,0,0.03,0.05,low,0
46,unemployed,75481,15,2,graduate,urban,53959,9850,0.183,2,4367,2105,0.335,0.306,1,0,0,0.05,0.05,low,1
38,self_employed,61191,11,2,post_graduate,rural,55475,15534,0.28,3,2531,3481,0.683,0.504,0,0,0,0.02,0.4,medium,1
39,self_employed,79147,16,2,graduate,urban,62316,42308,0.679,4,3075,2049,0.311,0.534,0,0,0,0.05,0.05,low,0
40,self_employed,16902,3,0,graduate,metro,17900,6915,0.386,1,848,874,0.621,0.398,0,0,0,0.08,0.4,medium,0
39,salaried,51621,20,1,graduate,urban,50876,5169,0.102,3,2209,670,0.156,0.486,1,0,0,0.09,0.05,low,0
41,salaried,67552,14,2,graduate,rural,23809,10977,0.461,0,2939,1691,0.3,0.478,1,1,0,0.26,0.3,medium,0
48,salaried,33674,3,1,high_school,urban,40360,33341,0.826,1,2374,871,0.31,0.154,0,0,0,0.02,0.3,medium,0
36,salaried,72632,1,1,graduate,rural,70973,48679,0.686,1,4027,792,0.131,0.335,1,0,0,0.03,0.05,low,0
42,salaried,54055,21,1,graduate,metro,58244,17917,0.308,3,2890,772,0.171,0.358,1,0,0,0.06,0.05,low,0
34,self_employed,144024,15,1,graduate,urban,127616,18660,0.146,2,8938,2591,0.216,0.255,1,0,0,0.04,0.05,low,0
49,salaried,131466,1,2,post_graduate,urban,140754,86137,0.612,0,9594,6602,0.603,0.124,1,1,0,0.47,0.65,high,0
28,self_employed,47434,1,0,graduate,rural,19027,10809,0.568,2,1802,545,0.138,0.544,0,0,1,0.07,0.05,low,0
53,salaried,55524,2,3,high_school,metro,34034,646,0.019,2,3779,1291,0.279,0.183,1,0,0,0.01,0.05,low,0
34,salaried,57700,13,0,graduate,rural,62822,35177,0.56,4,3327,510,0.106,0.308,0,1,0,0.39,0.3,medium,1
20,salaried,47770,2,2,graduate,urban,23000,4311,0.187,3,1883,2059,0.517,0.527,1,0,0,0.01,0.05,low,0
36,salaried,66006,6,1,high_school,metro,24449,3999,0.164,5,3017,2597,0.472,0.452,0,0,0,0.03,0.05,low,0
28,self_employed,40980,8,0,post_graduate,metro,41361,11566,0.28,2,2189,1663,0.487,0.359,0,0,0,0.02,0.05,low,0
43,salaried,34019,16,2,post_graduate,metro,35785,15303,0.428,4,2113,920,0.325,0.255,2,0,0,0.02,0.35,medium,0
28,salaried,81744,3,0,post_graduate,urban,36489,7892,0.216,3,3551,1532,0.225,0.479,0,0,0,0.06,0.05,low,0
30,salaried,82023,1,0,high_school,metro,87675,58404,0.666,5,4562,3637,0.532,0.333,3,0,0,0.06,0.35,medium,1
18,salaried,40048,1,2,post_graduate,metro,36767,17672,0.481,0,2477,1957,0.586,0.258,1,0,0,0.02,0.05,low,0
30,salaried,93683,3,0,graduate,rural,71955,13326,0.185,1,4874,1429,0.183,0.376,0,0,0,0.1,0.05,low,1
18,self_employed,43661,1,1,graduate,metro,45722,27879,0.61,2,3025,1426,0.392,0.169,1,0,0,0.04,0.05,low,0
19,unemployed,67953,1,0,graduate,metro,46026,23164,0.503,2,4726,1411,0.249,0.165,0,1,0,0.52,0.3,medium,0
42,salaried,90234,3,1,post_graduate,urban,42824,15085,0.352,1,4777,1510,0.201,0.365,3,0,0,0.01,0.35,medium,0
42,self_employed,58876,5,0,graduate,urban,32756,10995,0.336,3,4349,2652,0.541,0.114,0,0,1,0.06,0.05,low,0
39,salaried,75159,12,3,graduate,urban,56718,35100,0.619,6,2742,2648,0.423,0.562,0,0,0,0.1,0.05,low,0
25,salaried,46248,4,0,graduate,urban,35990,9612,0.267,5,1548,885,0.23,0.598,1,0,0,0.06,0.05,low,0
34,salaried,54272,4,0,graduate,urban,55630,42278,0.76,0,2669,1293,0.286,0.41,0,0,0,0.09,0.3,medium,0
34,salaried,54017,13,3,high_school,urban,54676,17516,0.32,2,3153,3060,0.68,0.3,0,0,0,0.04,0.4,medium,1
23,salaried,41221,4,1,post_graduate,metro,33934,11990,0.353,0,2454,2092,0.609,0.286,0,0,0,0.04,0.4,medium,1
50,salaried,54809,9,3,graduate,metro,54957,21417,0.39,3,2915,2868,0.628,0.362,1,1,0,0.41,0.65,high,1
43,salaried,27603,7,2,graduate,urban,13045,3425,0.263,1,1063,864,0.376,0.538,0,0,1,0.07,0.05,low,0
32,salaried,46836,4,0,high_school,metro,16161,3108,0.192,4,1893,1851,0.474,0.515,3,0,0,0.04,0.35,medium,0
35,salaried,51925,6,1,graduate,urban,56404,4142,0.073,2,3574,1410,0.326,0.174,2,0,0,0.09,0.35,medium,0
37,unemployed,52675,13,1,high_school,urban,19384,10155,0.524,3,3660,643,0.146,0.166,1,0,1,0.0,0.05,low,0
18,salaried,53063,1,1,high_school,metro,27699,16253,0.587,0,3258,1506,0.341,0.263,1,0,0,0.04,0.05,low,0
32,salaried,58053,11,0,graduate,metro,53744,38888,0.724,2,3541,2207,0.456,0.268,0,0,0,0.05,0.05,low,0
28,salaried,76093,9,2,graduate,metro,50868,35160,0.691,2,4431,1726,0.272,0.301,0,0,0,0.06,0.05,low,0
24,salaried,92712,6,2,graduate,urban,100933,19191,0.19,1,3874,4703,0.609,0.499,0,0,0,0.03,0.4,medium,1
32,salaried,43265,12,0,high_school,urban,24582,6767,0.275,4,2214,687,0.191,0.386,4,0,0,0.04,0.35,medium,1
52,salaried,32807,22,0,graduate,urban,10192,3810,0.374,1,2044,875,0.32,0.252,1,0,0,0.05,0.05,low,0
41,salaried,35560,11,5,high_school,metro,20290,6086,0.3,1,1981,518,0.175,0.331,1,0,0,0.07,0.05,low,0
29,salaried,46929,3,0,post_graduate,urban,38494,20113,0.522,1,1600,1340,0.343,0.591,0,0,0,0.08,0.05,low,0
40,salaried,50213,8,0,graduate,rural,32053,20732,0.647,3,3668,518,0.124,0.123,3,0,0,0.07,0.35,medium,1
